Type,Label,Identifier,Initials,Short Label,Summary,Chronological Position,Narrative Position,Color,Parent,Ongoing,Start Date,Latest Start Date,Duration,Earliest End Date,End Date,Tags,Blocked By,Blocks,Date Constraints,Links,Image (Links only),Relates to,Task Type,Priority
Task,"07 - Brand Awareness: Negotiate contracts and fair use/terms of use","TSK46",,,,47,,Yellow,,False,2025-09-23 01:00,,"0 seconds",,2025-09-23 01:00,"","TSK1,TSK2,TSK4,TSK8,TSK7,TSK12,TSK18,TSK3,TSK10,TSK9,TSK6,TSK19,TSK48,TSK5,TSK21,TSK17,TSK20,TSK16,TSK15,TSK14,TSK26,TSK23,TSK28,TSK25,TSK22,TSK27,TSK24,TSK35,TSK34,TSK38,TSK11,TSK36,TSK30,TSK37,TSK33,TSK13,TSK31,TSK32,TSK29,TSK41,TSK39,TSK40,TSK42,TSK43,TSK44,TSK45","TSK46,TSK46,TSK46,TSK46,TSK46,TSK46,TSK46,TSK46,TSK46,TSK46,TSK46,TSK46,TSK46,TSK46,TSK46,TSK46,TSK46,TSK46,TSK46,TSK46,TSK46,TSK46,TSK46","","",,"","",""
Task,"07 - Brand Awareness: Develop plans for consolidation of resources, knowledge, tools, vendors, utilities, services, solution providers","TSK47",,,,48,,Yellow,,False,2025-10-15 00:00,,"0 seconds",,2025-10-15 00:00,"","TSK1,TSK2,TSK4,TSK8,TSK7,TSK12,TSK18,TSK3,TSK10,TSK9,TSK6,TSK19,TSK48,TSK5,TSK21,TSK17,TSK20,TSK16,TSK15,TSK14,TSK26,TSK23,TSK28,TSK25,TSK22,TSK27,TSK24,TSK35,TSK34,TSK38,TSK11,TSK36,TSK30,TSK37,TSK33,TSK13,TSK31,TSK32,TSK29,TSK41,TSK39,TSK40,TSK42,TSK43,TSK44,TSK45,TSK46","TSK47,TSK47,TSK47,TSK47,TSK47,TSK47,TSK47,TSK47,TSK47,TSK47,TSK47,TSK47,TSK47,TSK47,TSK47,TSK47,TSK47,TSK47,TSK47,TSK47,TSK47,TSK47","","",,"","",""
Task,"08 - Security & Privacy Measures: Evaluate, Assess, Implement, Optimise, Advise, Iterate, Test","TSK49",,,,49,,Light Blue,,False,2025-11-08 23:00,,"0 seconds",,2025-11-08 23:00,"","TSK1,TSK2,TSK4,TSK8,TSK7,TSK12,TSK18,TSK3,TSK10,TSK9,TSK6,TSK19,TSK48,TSK5,TSK21,TSK17,TSK20,TSK16,TSK15,TSK14,TSK26,TSK23,TSK28,TSK25,TSK22,TSK27,TSK24,TSK35,TSK34,TSK38,TSK11,TSK36,TSK30,TSK37,TSK33,TSK13,TSK31,TSK32,TSK29,TSK41,TSK39,TSK40,TSK42,TSK43,TSK47,TSK44,TSK46,TSK45","TSK49,TSK49,TSK49,TSK49,TSK49,TSK49,TSK49,TSK49,TSK49,TSK49,TSK49,TSK49,TSK49,TSK49,TSK49,TSK49,TSK49,TSK49,TSK49,TSK49,TSK49","","",,"","",""
Task,"08 - Security & Privacy Measures: Set-up regular vulnerability scanning and penetration testing strategies","TSK50",,,,50,,Light Blue,,False,2025-11-30 02:00,,"0 seconds",,2025-11-30 02:00,"","TSK1,TSK2,TSK4,TSK8,TSK7,TSK12,TSK18,TSK3,TSK10,TSK9,TSK6,TSK19,TSK48,TSK5,TSK21,TSK17,TSK20,TSK16,TSK15,TSK14,TSK26,TSK23,TSK28,TSK25,TSK22,TSK27,TSK24,TSK35,TSK34,TSK38,TSK11,TSK36,TSK30,TSK37,TSK33,TSK13,TSK31,TSK32,TSK29,TSK41,TSK39,TSK40,TSK42,TSK43,TSK47,TSK44,TSK46,TSK45,TSK49","TSK50,TSK50,TSK50,TSK50,TSK50,TSK50,TSK50,TSK50,TSK50,TSK50,TSK50,TSK50,TSK50,TSK50,TSK50,TSK50,TSK50,TSK50,TSK50,TSK50","","",,"","",""
Task,"08 - Security & Privacy Measures: Set-up proactive measures to reduce attack, vulnerability surfaces","TSK51",,,,51,,Light Blue,,False,2025-12-22 06:00,,"0 seconds",,2025-12-22 06:00,"","TSK1,TSK2,TSK4,TSK8,TSK7,TSK12,TSK18,TSK3,TSK10,TSK9,TSK6,TSK19,TSK48,TSK5,TSK21,TSK17,TSK20,TSK16,TSK15,TSK14,TSK26,TSK23,TSK28,TSK25,TSK22,TSK27,TSK24,TSK35,TSK34,TSK38,TSK11,TSK36,TSK30,TSK37,TSK33,TSK13,TSK31,TSK32,TSK29,TSK41,TSK39,TSK40,TSK42,TSK43,TSK47,TSK44,TSK46,TSK45,TSK49,TSK50","TSK51,TSK51,TSK51,TSK51,TSK51,TSK51,TSK51,TSK51,TSK51,TSK51,TSK51,TSK51,TSK51,TSK51,TSK51,TSK51,TSK51,TSK51,TSK51","","",,"","",""
Task,"08 - Security & Privacy Measures: Mitigation, Contingency, Recovery, Resilience","TSK52",,,,52,,Light Blue,,False,2026-01-10 06:00,,"0 seconds",,2026-01-10 06:00,"","TSK1,TSK2,TSK4,TSK8,TSK7,TSK12,TSK18,TSK3,TSK10,TSK9,TSK6,TSK19,TSK48,TSK5,TSK21,TSK17,TSK20,TSK16,TSK15,TSK14,TSK26,TSK23,TSK28,TSK25,TSK22,TSK27,TSK24,TSK35,TSK34,TSK38,TSK11,TSK36,TSK30,TSK37,TSK33,TSK13,TSK31,TSK32,TSK29,TSK41,TSK39,TSK40,TSK42,TSK43,TSK47,TSK44,TSK46,TSK45,TSK49,TSK50,TSK51","TSK52,TSK52,TSK52,TSK52,TSK52,TSK52,TSK52,TSK52,TSK52,TSK52,TSK52,TSK52,TSK52,TSK52,TSK52,TSK52,TSK52,TSK52","","",,"","",""
Task,"08 - Security & Privacy Measures: Measure for handling sensitive and private information + intellectual properties/assets","TSK53",,,,53,,Light Blue,,False,2026-01-31 02:00,,"0 seconds",,2026-01-31 02:00,"","TSK1,TSK2,TSK4,TSK8,TSK7,TSK12,TSK18,TSK3,TSK10,TSK9,TSK6,TSK19,TSK48,TSK5,TSK21,TSK17,TSK20,TSK16,TSK15,TSK14,TSK26,TSK23,TSK28,TSK25,TSK22,TSK27,TSK24,TSK35,TSK34,TSK38,TSK11,TSK36,TSK30,TSK37,TSK33,TSK13,TSK31,TSK32,TSK29,TSK41,TSK39,TSK40,TSK42,TSK43,TSK47,TSK44,TSK46,TSK45,TSK49,TSK50,TSK51,TSK52","TSK53,TSK53,TSK53,TSK53,TSK53,TSK53,TSK53,TSK53,TSK53,TSK53,TSK53,TSK53,TSK53,TSK53,TSK53,TSK53,TSK53","","",,"","",""
Task,"08 - Security & Privacy Measures: Always up-todate state of the art and industry standard encryption and cryptography standards throughout the organisation for all types of data at rest or in transit","TSK54",,,,54,,Light Blue,,False,2026-02-25 14:00,,"0 seconds",,2026-02-25 14:00,"","TSK1,TSK2,TSK4,TSK8,TSK7,TSK12,TSK18,TSK3,TSK10,TSK9,TSK6,TSK19,TSK48,TSK5,TSK21,TSK17,TSK20,TSK16,TSK15,TSK14,TSK26,TSK23,TSK28,TSK25,TSK22,TSK27,TSK24,TSK35,TSK34,TSK38,TSK11,TSK36,TSK30,TSK37,TSK33,TSK13,TSK31,TSK32,TSK29,TSK41,TSK39,TSK40,TSK42,TSK43,TSK47,TSK44,TSK46,TSK45,TSK49,TSK53,TSK52,TSK51,TSK50","TSK54,TSK54,TSK54,TSK54,TSK54,TSK54,TSK54,TSK54,TSK54,TSK54,TSK54,TSK54,TSK54,TSK54,TSK54,TSK54","","",,"","",""
Task,"09 - Automated Monitoring & Alerting Systems: Set-up mechanisms to regularly track performance, traffic, downtimes, maintenance & upgrade schedules","TSK55",,,,55,,Light Teal,,False,2026-03-20 01:00,,"0 seconds",,2026-03-20 01:00,"","TSK1,TSK2,TSK4,TSK8,TSK7,TSK12,TSK18,TSK3,TSK10,TSK9,TSK6,TSK19,TSK48,TSK5,TSK21,TSK17,TSK20,TSK16,TSK15,TSK14,TSK26,TSK23,TSK28,TSK25,TSK22,TSK27,TSK24,TSK35,TSK34,TSK38,TSK11,TSK36,TSK30,TSK37,TSK33,TSK13,TSK31,TSK32,TSK29,TSK41,TSK39,TSK40,TSK42,TSK43,TSK47,TSK44,TSK46,TSK45,TSK54,TSK49,TSK53,TSK52,TSK51,TSK50","TSK55,TSK55,TSK55,TSK55,TSK55,TSK55,TSK55,TSK55,TSK55,TSK55,TSK55,TSK55,TSK55,TSK55,TSK55","","",,"","",""
Task,"09 - Automated Monitoring & Alerting Systems: Define measurement metrics and dimensions","TSK56",,,,56,,Apple,,False,2026-04-11 04:00,,"0 seconds",,2026-04-11 04:00,"","TSK1,TSK2,TSK4,TSK8,TSK7,TSK12,TSK18,TSK3,TSK10,TSK9,TSK6,TSK19,TSK48,TSK5,TSK21,TSK17,TSK20,TSK16,TSK15,TSK14,TSK26,TSK23,TSK28,TSK25,TSK22,TSK27,TSK24,TSK35,TSK34,TSK38,TSK11,TSK36,TSK30,TSK37,TSK33,TSK13,TSK31,TSK32,TSK29,TSK41,TSK39,TSK40,TSK42,TSK43,TSK47,TSK44,TSK46,TSK45,TSK54,TSK49,TSK53,TSK52,TSK51,TSK50,TSK55","TSK56,TSK56,TSK56,TSK56,TSK56,TSK56,TSK56,TSK56,TSK56,TSK56,TSK56,TSK56,TSK56,TSK56","","",,"","",""
Task,"09 - Automated Monitoring & Alerting Systems: Aggregate metrics and link them to KPIs, USPs and OKRs","TSK57",,,,57,,Apple,,False,2026-05-03 08:00,,"0 seconds",,2026-05-03 08:00,"","TSK1,TSK2,TSK4,TSK8,TSK7,TSK12,TSK18,TSK3,TSK10,TSK9,TSK6,TSK19,TSK48,TSK5,TSK21,TSK17,TSK20,TSK16,TSK15,TSK14,TSK26,TSK23,TSK28,TSK25,TSK22,TSK27,TSK24,TSK35,TSK34,TSK38,TSK11,TSK36,TSK30,TSK37,TSK33,TSK13,TSK31,TSK32,TSK29,TSK41,TSK39,TSK40,TSK42,TSK43,TSK47,TSK44,TSK46,TSK45,TSK54,TSK49,TSK53,TSK52,TSK51,TSK50,TSK55,TSK56","TSK57,TSK57,TSK57,TSK57,TSK57,TSK57,TSK57,TSK57,TSK57,TSK57,TSK57,TSK57,TSK57","","",,"","",""
Task,"09 - Automated Monitoring & Alerting Systems: Adjust thresholds and margins regularly","TSK58",,,,58,,Apple,,False,2026-05-25 11:00,,"0 seconds",,2026-05-25 11:00,"","TSK1,TSK2,TSK4,TSK8,TSK7,TSK12,TSK18,TSK3,TSK10,TSK9,TSK6,TSK19,TSK48,TSK5,TSK21,TSK17,TSK20,TSK16,TSK15,TSK14,TSK26,TSK23,TSK28,TSK25,TSK22,TSK27,TSK24,TSK35,TSK34,TSK38,TSK11,TSK36,TSK30,TSK37,TSK33,TSK13,TSK31,TSK32,TSK29,TSK41,TSK39,TSK40,TSK42,TSK43,TSK47,TSK44,TSK46,TSK45,TSK54,TSK49,TSK53,TSK52,TSK51,TSK50,TSK55,TSK56,TSK57","TSK58,TSK58,TSK58,TSK58,TSK58,TSK58,TSK58,TSK58,TSK58,TSK58,TSK58,TSK58","","",,"","",""
Task,"09 - Automated Monitoring & Alerting Systems: Issue resolution and fire-fighting","TSK59",,,,59,,Apple,,False,2026-06-21 10:00,,"0 seconds",,2026-06-21 10:00,"","TSK1,TSK2,TSK4,TSK8,TSK7,TSK12,TSK18,TSK3,TSK10,TSK9,TSK6,TSK19,TSK48,TSK5,TSK21,TSK17,TSK20,TSK16,TSK15,TSK14,TSK26,TSK23,TSK28,TSK25,TSK22,TSK27,TSK24,TSK35,TSK34,TSK38,TSK11,TSK36,TSK30,TSK37,TSK33,TSK13,TSK31,TSK32,TSK29,TSK41,TSK39,TSK40,TSK42,TSK43,TSK47,TSK44,TSK46,TSK45,TSK54,TSK49,TSK53,TSK52,TSK51,TSK50,TSK58,TSK57,TSK55,TSK56","TSK59,TSK59,TSK59,TSK59,TSK59,TSK59,TSK59,TSK59,TSK59,TSK59,TSK59","","",,"","",""
Task,"10 - Disaster Mitigation, Contingency, Management & Recovery: Document business and all other kinds of risk assessment","TSK60",,,,60,,#0a7b75,,False,2026-07-13 17:00,,"0 seconds",,2026-07-13 17:00,"","TSK1,TSK2,TSK4,TSK8,TSK7,TSK12,TSK18,TSK3,TSK10,TSK9,TSK6,TSK19,TSK48,TSK5,TSK21,TSK17,TSK20,TSK16,TSK15,TSK14,TSK26,TSK23,TSK28,TSK25,TSK22,TSK27,TSK24,TSK35,TSK34,TSK38,TSK11,TSK36,TSK30,TSK37,TSK33,TSK13,TSK31,TSK32,TSK29,TSK41,TSK39,TSK40,TSK42,TSK43,TSK47,TSK44,TSK46,TSK45,TSK54,TSK49,TSK53,TSK52,TSK51,TSK50,TSK58,TSK57,TSK56,TSK59,TSK55","TSK60,TSK60,TSK60,TSK60,TSK60,TSK60,TSK60,TSK60,TSK60,TSK60","","",,"","",""
Task,"10 - Disaster Mitigation, Contingency, Management & Recovery: Establish various strategies","TSK61",,,,61,,#0a7b75,,False,2026-08-04 05:00,,"0 seconds",,2026-08-04 05:00,"","TSK1,TSK2,TSK4,TSK8,TSK7,TSK12,TSK18,TSK3,TSK10,TSK9,TSK6,TSK19,TSK48,TSK5,TSK21,TSK17,TSK20,TSK16,TSK15,TSK14,TSK26,TSK23,TSK28,TSK25,TSK22,TSK27,TSK24,TSK35,TSK34,TSK38,TSK11,TSK36,TSK30,TSK37,TSK33,TSK13,TSK31,TSK32,TSK29,TSK41,TSK39,TSK40,TSK42,TSK43,TSK47,TSK44,TSK46,TSK45,TSK54,TSK49,TSK53,TSK52,TSK51,TSK50,TSK58,TSK57,TSK56,TSK59,TSK55,TSK60","TSK61,TSK61,TSK61,TSK61,TSK61,TSK61,TSK61,TSK61,TSK61","","",,"","",""
Task,"10 - Disaster Mitigation, Contingency, Management & Recovery: Establish business continuity protocols","TSK62",,,,62,,#0a7b75,,False,2026-08-24 09:00,,"0 seconds",,2026-08-24 09:00,"","TSK1,TSK2,TSK4,TSK8,TSK7,TSK12,TSK18,TSK3,TSK10,TSK9,TSK6,TSK19,TSK48,TSK5,TSK21,TSK17,TSK20,TSK16,TSK15,TSK14,TSK26,TSK23,TSK28,TSK25,TSK22,TSK27,TSK24,TSK35,TSK34,TSK38,TSK11,TSK36,TSK30,TSK37,TSK33,TSK13,TSK31,TSK32,TSK29,TSK41,TSK39,TSK40,TSK42,TSK43,TSK47,TSK44,TSK46,TSK45,TSK54,TSK49,TSK53,TSK52,TSK51,TSK50,TSK58,TSK57,TSK56,TSK59,TSK55,TSK60,TSK61","TSK62,TSK62,TSK62,TSK62,TSK62,TSK62,TSK62,TSK62","","",,"","",""
Task,"10 - Disaster Mitigation, Contingency, Management & Recovery: Establish mechanisms for minimising disruptions or critical loss of valuable data","TSK63",,,,63,,#0a7b75,,False,2026-09-14 03:00,,"0 seconds",,2026-09-14 03:00,"","TSK1,TSK2,TSK4,TSK8,TSK7,TSK12,TSK18,TSK3,TSK10,TSK9,TSK6,TSK19,TSK48,TSK5,TSK21,TSK17,TSK20,TSK16,TSK15,TSK14,TSK26,TSK23,TSK28,TSK25,TSK22,TSK27,TSK24,TSK35,TSK34,TSK38,TSK11,TSK36,TSK30,TSK37,TSK33,TSK13,TSK31,TSK32,TSK29,TSK41,TSK39,TSK40,TSK42,TSK43,TSK47,TSK44,TSK46,TSK45,TSK54,TSK49,TSK53,TSK52,TSK51,TSK50,TSK58,TSK57,TSK56,TSK59,TSK55,TSK60,TSK62,TSK61","TSK63,TSK63,TSK63,TSK63,TSK63,TSK63,TSK63","","",,"","",""
Task,"10 - Disaster Mitigation, Contingency, Management & Recovery: Develop constanly evolving backup/restore tiers and strategies","TSK64",,,,64,,#0a7b75,,False,2026-10-11 23:00,,"0 seconds",,2026-10-11 23:00,"","TSK1,TSK2,TSK4,TSK8,TSK7,TSK12,TSK18,TSK3,TSK10,TSK9,TSK6,TSK19,TSK48,TSK5,TSK21,TSK17,TSK20,TSK16,TSK15,TSK14,TSK26,TSK23,TSK28,TSK25,TSK22,TSK27,TSK24,TSK35,TSK34,TSK38,TSK11,TSK36,TSK30,TSK37,TSK33,TSK13,TSK31,TSK32,TSK29,TSK41,TSK39,TSK40,TSK42,TSK43,TSK47,TSK44,TSK46,TSK45,TSK54,TSK49,TSK53,TSK52,TSK51,TSK50,TSK58,TSK57,TSK56,TSK59,TSK55,TSK60,TSK62,TSK63,TSK61","TSK64,TSK64,TSK64,TSK64,TSK64,TSK64","","",,"","",""
Task,"11 - Wrestle with complexities and dependencies: Establish achievable Service-Level-Agreements (SLAs)","TSK65",,,,65,,#bc28c8,,False,2026-11-02 00:00,,"0 seconds",,2026-11-02 00:00,"","TSK1,TSK2,TSK4,TSK8,TSK7,TSK12,TSK18,TSK3,TSK10,TSK9,TSK6,TSK19,TSK48,TSK5,TSK21,TSK17,TSK20,TSK16,TSK15,TSK14,TSK26,TSK23,TSK28,TSK25,TSK22,TSK27,TSK24,TSK35,TSK34,TSK38,TSK11,TSK36,TSK30,TSK37,TSK33,TSK13,TSK31,TSK32,TSK29,TSK41,TSK39,TSK40,TSK42,TSK43,TSK47,TSK44,TSK46,TSK45,TSK54,TSK49,TSK53,TSK52,TSK51,TSK50,TSK58,TSK57,TSK56,TSK59,TSK55,TSK64,TSK60,TSK62,TSK63,TSK61","TSK65,TSK65,TSK65,TSK65,TSK65","","",,"","",""
Task,"11 - Wrestle with complexities and dependencies: Minimise fragility, attack and dependency surfaces","TSK66",,,,66,,#bc28c8,,False,2026-11-18 22:00,,"0 seconds",,2026-11-18 22:00,"","TSK1,TSK2,TSK4,TSK8,TSK7,TSK12,TSK18,TSK3,TSK10,TSK9,TSK6,TSK19,TSK48,TSK5,TSK21,TSK17,TSK20,TSK16,TSK15,TSK14,TSK26,TSK23,TSK28,TSK25,TSK22,TSK27,TSK24,TSK35,TSK34,TSK38,TSK11,TSK36,TSK30,TSK37,TSK33,TSK13,TSK31,TSK32,TSK29,TSK41,TSK39,TSK40,TSK42,TSK43,TSK47,TSK44,TSK46,TSK45,TSK54,TSK49,TSK53,TSK52,TSK51,TSK50,TSK58,TSK57,TSK56,TSK59,TSK55,TSK64,TSK60,TSK62,TSK63,TSK61,TSK65","TSK66,TSK66,TSK66,TSK66","","",,"","",""
Task,"11 - Wrestle with complexities and dependencies: Identify alternative solutions, tools, technologies, vendors, solution providers","TSK67",,,,67,,#bc28c8,,False,2026-12-09 18:00,,"0 seconds",,2026-12-09 18:00,"","TSK1,TSK2,TSK4,TSK8,TSK7,TSK12,TSK18,TSK3,TSK10,TSK9,TSK6,TSK19,TSK48,TSK5,TSK21,TSK17,TSK20,TSK16,TSK15,TSK14,TSK26,TSK23,TSK28,TSK25,TSK22,TSK27,TSK24,TSK35,TSK34,TSK38,TSK11,TSK36,TSK30,TSK37,TSK33,TSK13,TSK31,TSK32,TSK29,TSK41,TSK39,TSK40,TSK42,TSK43,TSK47,TSK44,TSK46,TSK45,TSK54,TSK49,TSK53,TSK52,TSK51,TSK50,TSK58,TSK57,TSK56,TSK59,TSK55,TSK64,TSK60,TSK62,TSK63,TSK61,TSK65,TSK66","TSK67,TSK67,TSK67","","",,"","",""
Task,"11 - Wrestle with complexities and dependencies: Resolve Competition (healthy/unhealthy) and Co-operation strategies","TSK68",,,,68,,#bc28c8,,False,2027-01-01 01:00,,"0 seconds",,2027-01-01 01:00,"","TSK1,TSK2,TSK4,TSK8,TSK7,TSK12,TSK18,TSK3,TSK10,TSK9,TSK6,TSK19,TSK48,TSK5,TSK21,TSK17,TSK20,TSK16,TSK15,TSK14,TSK26,TSK23,TSK28,TSK25,TSK22,TSK27,TSK24,TSK35,TSK34,TSK38,TSK11,TSK36,TSK30,TSK37,TSK33,TSK13,TSK31,TSK32,TSK29,TSK41,TSK39,TSK40,TSK42,TSK47,TSK44,TSK46,TSK43,TSK45,TSK54,TSK49,TSK53,TSK52,TSK51,TSK50,TSK58,TSK57,TSK56,TSK59,TSK55,TSK64,TSK60,TSK62,TSK63,TSK61,TSK65,TSK67,TSK66","TSK68,TSK68","","",,"","",""
Task,"11 - Wrestle with complexities and dependencies: Support sales, marketing and all other departments for seamless business operation","TSK69",,,,69,,#bc28c8,,False,2027-01-25 05:00,,"0 seconds",,2027-01-25 05:00,"","TSK1,TSK2,TSK4,TSK64,TSK55,TSK8,TSK7,TSK12,TSK18,TSK3,TSK10,TSK9,TSK6,TSK19,TSK48,TSK5,TSK21,TSK17,TSK20,TSK16,TSK15,TSK14,TSK26,TSK23,TSK28,TSK25,TSK22,TSK27,TSK24,TSK35,TSK34,TSK38,TSK11,TSK36,TSK30,TSK37,TSK33,TSK13,TSK31,TSK32,TSK29,TSK41,TSK39,TSK40,TSK42,TSK43,TSK47,TSK44,TSK46,TSK45,TSK54,TSK49,TSK53,TSK52,TSK51,TSK50,TSK58,TSK57,TSK56,TSK59,TSK60,TSK62,TSK63,TSK61,TSK65,TSK67,TSK66,TSK68","TSK69","","",,"","",""
Task,"11 - Wrestle with complexities and dependencies: Prepare overall business outlook for far future based on various health indicators","TSK70",,,,70,,#bc28c8,,False,2027-02-16 04:00,,"0 seconds",,2027-02-16 04:00,"","TSK1,TSK2,TSK56,TSK34,TSK38,TSK67,TSK47,TSK3,TSK14,TSK45,TSK4,TSK5,TSK6,TSK7,TSK58,TSK57,TSK59,TSK55,TSK26,TSK23,TSK28,TSK25,TSK22,TSK27,TSK24,TSK42,TSK43,TSK44,TSK46,TSK21,TSK17,TSK20,TSK16,TSK15,TSK8,TSK12,TSK18,TSK10,TSK9,TSK19,TSK48,TSK64,TSK60,TSK62,TSK63,TSK61,TSK35,TSK11,TSK36,TSK30,TSK37,TSK33,TSK13,TSK31,TSK32,TSK29,TSK41,TSK39,TSK40,TSK54,TSK49,TSK53,TSK52,TSK51,TSK50,TSK65,TSK66,TSK68,TSK69","","","",,"","",""